Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-06-04 00:00:00+09:00,3850.0,3880.0,3843.0,3849.0,12843900,0.0,0.0
2025-06-05 00:00:00+09:00,3815.0,3817.0,3748.0,3790.0,15029600,0.0,0.0
2025-06-06 00:00:00+09:00,3760.0,3843.0,3755.0,3833.0,10347200,0.0,0.0
2025-06-09 00:00:00+09:00,3899.0,3915.0,3833.0,3833.0,8345800,0.0,0.0
2025-06-10 00:00:00+09:00,3875.0,3884.0,3807.0,3835.0,3706500,0.0,0.0
